S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1.0,MOHIBBULLAH,Samajwadi Party,481252,251,481503,49.74
2.0,GHANSHYAM SINGH LODHI,Bharatiya Janata Party,393154,915,394069,40.71
3.0,ZEESHAN KHAN,Bahujan Samaj Party,79561,131,79692,8.23
4.0,ARSHAD WARSI,Minorities Democratic Party,2919,8,2927,0.3
5.0,MEHMOOD PRACHA,Independent,2750,9,2759,0.28
6.0,SHIV PRASAD,Independent,1465,11,1476,0.15
7.0,NOTA,None of the Above,5643,10,5653,0.58
,Total,,966744,1335,968079,
