S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1.0,JAGDAMBIKA PAL,Bharatiya Janata Party,462614,689,463303,45.47
2.0,BHISHMA SHANKAR ALIAS KUSHAL TIWARI,Samajwadi Party,418910,1665,420575,41.27
3.0,AMAR SINGH CHAUDHARY,Aazad Samaj Party (Kanshi Ram),81182,123,81305,7.98
4.0,MD. NADEEM,Bahujan Samaj Party,35654,282,35936,3.53
5.0,NAUSHAD AZAM,Peace Party,5134,4,5138,0.5
6.0,KIRAN DEVI,Independent,3258,3,3261,0.32
7.0,NOTA,None of the Above,9431,16,9447,0.93
,Total,,1016183,2782,1018965,
