S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1.0,MUHAMMED HAMDULLAH SAYEED,Indian National Congress,25405,321,25726,52.29
2.0,MOHAMMED FAIZAL PP,Nationalist Congress Party – Sharadchandra Pawar,22837,242,23079,46.91
3.0,YOUSUF TP,Nationalist Congress Party,198,3,201,0.41
4.0,KOYA,Independent,58,3,61,0.12
5.0,NOTA,None of the Above,132,1,133,0.27
,Total,,48630,570,49200,
