S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1.0,TAPIR GAO,Bharatiya Janata Party,140715,4866,145581,45.01
2.0,BOSIRAM SIRAM,Indian National Congress,109433,5727,115160,35.6
3.0,TAMAT GAMOH,Independent,26691,912,27603,8.53
4.0,SOTAI KRI,Independent,13227,986,14213,4.39
5.0,OMAK NITIK,Independent,9074,295,9369,2.9
6.0,BANDEY MILI,Arunachal Democratic Party,6419,203,6622,2.05
7.0,NOTA,None of the Above,4654,241,4895,1.51
,Total,,310213,13230,323443,
