S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1.0,SALENG A SANGMA,Indian National Congress,382058,1861,383919,56.96
2.0,AGATHA K SANGMA,National People's Party,227210,1468,228678,33.93
3.0,ZENITH M SANGMA,All India Trinamool Congress,48518,191,48709,7.23
4.0,LABENN CH MARAK,Independent,6846,64,6910,1.03
5.0,NOTA,None of the Above,5809,31,5840,0.87
,Total,,670441,3615,674056,
