S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1.0,AKSHAYA YADAV,Samajwadi Party,541861,1176,543037,49.04
2.0,VISHWADEEP SINGH,Bharatiya Janata Party,452946,779,453725,40.98
3.0,CHOWDHARY BASHEER,Bahujan Samaj Party,90849,99,90948,8.21
4.0,UPENDRA SINGH,Bharatiya Kisan Parivartan Party,7111,8,7119,0.64
5.0,RASHMI KANT,Parivartan Samaj Party,2927,3,2930,0.26
6.0,PREM DUTT,Rashtra Uday Party,2876,2,2878,0.26
7.0,RAJVEER,Independent,1367,13,1380,0.12
8.0,NOTA,None of the Above,5273,6,5279,0.48
,Total,,1105210,2086,1107296,
